Fare,Age,Sex_male,Title_Mrs,Pclass,Title_Miss,SibSp,Deck_Unknown,Parch,Embarked_S,IsAlone,AgeGroup_Adult,Deck_E,Embarked_Q,Survived
-0.5641087873940193,-0.5657364610748746,True,False,3,False,1,True,0,True,0,True,False,False,0
0.942548054663804,0.6638610320657843,False,True,1,False,1,False,0,False,0,True,False,False,1
-0.548226529750121,-0.2583370877897099,False,False,3,True,0,True,0,True,1,True,False,False,1
0.5147082688618853,0.4333115021019107,False,True,1,False,1,False,0,True,0,True,False,False,1
-0.5452853709271769,0.4333115021019107,True,False,3,False,0,True,0,True,1,True,False,False,0
-0.5356783697479123,-0.1046374011471275,True,False,3,False,0,True,0,False,1,True,False,True,0
0.4855907965147383,1.893458525206443,True,False,1,False,0,False,0,True,1,True,True,False,0
-0.2388166215763992,-2.1027333275006983,True,False,3,False,3,True,1,True,0,False,False,False,0
-0.4727375709369079,-0.1814872444684187,False,True,3,False,0,True,2,True,0,True,False,False,1
-0.0271520092608733,-1.180535207645204,False,True,2,False,1,True,0,False,0,False,False,False,1
-0.3417571803794436,-1.949033640858116,False,False,3,True,1,False,1,True,0,False,False,False,1
-0.1099938651314466,2.200857898491608,False,False,1,True,0,False,0,True,1,True,False,False,1
-0.5452853709271769,-0.719436147717457,True,False,3,False,0,True,0,True,1,True,False,False,0
0.0011819383758412,0.7407108753870755,True,False,3,False,1,True,5,True,0,True,False,False,0
-0.5498924021074366,-1.180535207645204,False,False,3,True,0,True,0,True,1,False,False,False,0
-0.3582276697879306,1.9703083685277345,False,True,2,False,0,True,0,True,1,True,False,False,1
-0.0494059933787976,-2.1027333275006983,True,False,3,False,4,True,1,False,0,False,False,True,0
-0.4288154815385896,-0.1046374011471275,True,False,2,False,0,True,0,True,1,True,False,False,1
-0.3111691286208247,0.125912128816746,False,True,3,False,1,True,0,True,0,True,False,False,0
-0.5646970191586081,-0.1046374011471275,False,True,3,False,0,True,0,False,1,True,False,False,1
-0.1229349639524007,0.4333115021019107,True,False,2,False,0,True,0,True,1,True,False,False,0
-0.4288154815385896,0.3564616587806195,True,False,2,False,0,False,0,True,1,True,False,False,1
-0.5457747797553149,-1.1036853643239128,False,False,3,True,0,True,0,False,1,False,False,True,1
0.1005931065913526,-0.1046374011471275,True,False,1,False,0,False,0,True,1,True,False,False,1
-0.2388166215763992,-1.6416342675729512,False,False,3,True,3,True,1,True,0,False,False,False,0
0.0038289813164909,0.6638610320657843,False,True,3,False,1,True,5,True,0,True,False,False,1
-0.5646970191586081,-0.1046374011471275,True,False,3,False,0,True,0,False,1,True,False,False,0
5.124238728242953,-0.7962859910387481,True,False,1,False,3,False,2,True,0,True,False,False,0
-0.5493041703428477,-0.1046374011471275,False,False,3,True,0,True,0,False,1,True,False,True,1
